case,run,warmup,input,input_seconds,perception_frames,perception_ms,timeline_ms,drain_frames,drain_ms,wav_write_ms,first_text_ms,audio_ready_ms,total_ms,output_seconds,total_s2s_rtf,spoken_tokens,timeline_frame,text,output_sha256,exit_status,tool_calls
VC01,22,0,VC01-short.wav,2.960000,38,19,2912,26,585,732,2086.167,4248.784,4248.805,3.920000,1.083879,9,56,</s><s>The capital of France is Paris.,4b1ecaad8d8bb71f416b50d55ac1f1508505f212d1e4b9852cb3b3f6beb43134,0,
VC02,0,1,VC02-conversation.wav,4.240000,54,220,5668,111,2574,2231,3120.886,10693.484,10693.519,13.600000,0.786288,45,108,"</s><s>The sky looks blue because of something called Rayleigh scattering. When sunlight hits the molecules in the air, they scatter the light. Blue light gets scattered the most, which is why the sky appears blue to us.",cebc585a56c16afb8849bac1f6bec56317ba6633c3506371202444a196df6071,0,
VC02,1,0,VC02-conversation.wav,4.240000,54,22,5677,111,2579,2238,2920.253,10516.654,10516.677,13.600000,0.773285,45,108,"</s><s>The sky looks blue because of something called Rayleigh scattering. When sunlight hits the molecules in the air, they scatter the light. Blue light gets scattered the most, which is why the sky appears blue to us.",cebc585a56c16afb8849bac1f6bec56317ba6633c3506371202444a196df6071,0,
VC02,2,0,VC02-conversation.wav,4.240000,54,24,5693,111,2582,2246,2944.924,10544.902,10544.935,13.600000,0.775363,45,108,"</s><s>The sky looks blue because of something called Rayleigh scattering. When sunlight hits the molecules in the air, they scatter the light. Blue light gets scattered the most, which is why the sky appears blue to us.",cebc585a56c16afb8849bac1f6bec56317ba6633c3506371202444a196df6071,0,
VC02,3,0,VC02-conversation.wav,4.240000,54,23,5677,111,2589,2253,2920.745,10541.979,10542.009,13.600000,0.775148,45,108,"</s><s>The sky looks blue because of something called Rayleigh scattering. When sunlight hits the molecules in the air, they scatter the light. Blue light gets scattered the most, which is why the sky appears blue to us.",cebc585a56c16afb8849bac1f6bec56317ba6633c3506371202444a196df6071,0,
VC03,0,1,VC03-long.wav,28.240000,354,300,31747,196,5394,5470,19411.490,42910.763,42910.792,33.920000,1.265059,214,577,"</s><s>I have crafted a relaxed two-day plan that fits your criteria perfectly. On Friday evening, you will arrive and check into a comfortable hostel or Airbnb in the city center. Saturday begins with a short, easy stroll through the historic district to a nearby garden, followed by a quiet lunch at a local vegetarian cafe. In the afternoon, you will take a gentle walk along the riverbank, stopping at a small art gallery and a cozy bookshop for a coffee break. Evening is reserved for a peaceful dinner at a family-owned pasta place, where your vegetarian friend can enjoy a simple dish. Sunday continues with a relaxed morning walk through the botanical gardens, then a scenic drive to a nearby historic neighborhood for a light breakfast at a local bakery. Afternoon is open for a quiet picnic at the park, followed by a gentle return to the city center for a final coffee at a rooftop bar before your early Monday departure. This itinerary prioritizes easy walking, quiet meals, and avoids long hikes or crowded attractions.",503d182482f6e1c24bb5dd948793c9e48ffe85f5a2d49ca84f1f2bcd6f174f9d,0,
VC03,1,0,VC03-long.wav,28.240000,354,91,31625,196,5383,5490,19131.032,42589.549,42589.580,33.920000,1.255589,214,577,"</s><s>I have crafted a relaxed two-day plan that fits your criteria perfectly. On Friday evening, you will arrive and check into a comfortable hostel or Airbnb in the city center. Saturday begins with a short, easy stroll through the historic district to a nearby garden, followed by a quiet lunch at a local vegetarian cafe. In the afternoon, you will take a gentle walk along the riverbank, stopping at a small art gallery and a cozy bookshop for a coffee break. Evening is reserved for a peaceful dinner at a family-owned pasta place, where your vegetarian friend can enjoy a simple dish. Sunday continues with a relaxed morning walk through the botanical gardens, then a scenic drive to a nearby historic neighborhood for a light breakfast at a local bakery. Afternoon is open for a quiet picnic at the park, followed by a gentle return to the city center for a final coffee at a rooftop bar before your early Monday departure. This itinerary prioritizes easy walking, quiet meals, and avoids long hikes or crowded attractions.",503d182482f6e1c24bb5dd948793c9e48ffe85f5a2d49ca84f1f2bcd6f174f9d,0,
VC03,2,0,VC03-long.wav,28.240000,354,92,31626,196,5399,5491,19131.276,42607.301,42607.335,33.920000,1.256112,214,577,"</s><s>I have crafted a relaxed two-day plan that fits your criteria perfectly. On Friday evening, you will arrive and check into a comfortable hostel or Airbnb in the city center. Saturday begins with a short, easy stroll through the historic district to a nearby garden, followed by a quiet lunch at a local vegetarian cafe. In the afternoon, you will take a gentle walk along the riverbank, stopping at a small art gallery and a cozy bookshop for a coffee break. Evening is reserved for a peaceful dinner at a family-owned pasta place, where your vegetarian friend can enjoy a simple dish. Sunday continues with a relaxed morning walk through the botanical gardens, then a scenic drive to a nearby historic neighborhood for a light breakfast at a local bakery. Afternoon is open for a quiet picnic at the park, followed by a gentle return to the city center for a final coffee at a rooftop bar before your early Monday departure. This itinerary prioritizes easy walking, quiet meals, and avoids long hikes or crowded attractions.",503d182482f6e1c24bb5dd948793c9e48ffe85f5a2d49ca84f1f2bcd6f174f9d,0,
VC03,3,0,VC03-long.wav,28.240000,354,92,31650,196,5393,5491,19163.277,42625.879,42625.914,33.920000,1.256660,214,577,"</s><s>I have crafted a relaxed two-day plan that fits your criteria perfectly. On Friday evening, you will arrive and check into a comfortable hostel or Airbnb in the city center. Saturday begins with a short, easy stroll through the historic district to a nearby garden, followed by a quiet lunch at a local vegetarian cafe. In the afternoon, you will take a gentle walk along the riverbank, stopping at a small art gallery and a cozy bookshop for a coffee break. Evening is reserved for a peaceful dinner at a family-owned pasta place, where your vegetarian friend can enjoy a simple dish. Sunday continues with a relaxed morning walk through the botanical gardens, then a scenic drive to a nearby historic neighborhood for a light breakfast at a local bakery. Afternoon is open for a quiet picnic at the park, followed by a gentle return to the city center for a final coffee at a rooftop bar before your early Monday departure. This itinerary prioritizes easy walking, quiet meals, and avoids long hikes or crowded attractions.",503d182482f6e1c24bb5dd948793c9e48ffe85f5a2d49ca84f1f2bcd6f174f9d,0,
VC04,0,1,VC04-noisy.wav,2.960000,38,217,2917,26,587,733,2288.331,4453.323,4453.347,3.920000,1.136058,9,56,</s><s>The capital of France is Paris.,4b1ecaad8d8bb71f416b50d55ac1f1508505f212d1e4b9852cb3b3f6beb43134,0,
VC04,1,0,VC04-noisy.wav,2.960000,38,21,2918,26,586,732,2089.727,4256.794,4256.817,3.920000,1.085923,9,56,</s><s>The capital of France is Paris.,4b1ecaad8d8bb71f416b50d55ac1f1508505f212d1e4b9852cb3b3f6beb43134,0,
VC04,2,0,VC04-noisy.wav,2.960000,38,19,2912,26,585,732,2085.783,4248.763,4248.788,3.920000,1.083875,9,56,</s><s>The capital of France is Paris.,4b1ecaad8d8bb71f416b50d55ac1f1508505f212d1e4b9852cb3b3f6beb43134,0,
VC04,3,0,VC04-noisy.wav,2.960000,38,19,2913,26,587,732,2086.484,4251.664,4251.689,3.920000,1.084615,9,56,</s><s>The capital of France is Paris.,4b1ecaad8d8bb71f416b50d55ac1f1508505f212d1e4b9852cb3b3f6beb43134,0,
VC05,0,1,VC05-pause.wav,7.940000,101,230,7046,77,1799,1556,5605.470,10631.283,10631.318,9.200000,1.155578,24,134,"</s><s> Rainbows are formed when sunlight hits water droplets in the atmosphere, causing them to refract and reflect light.",e570200d2fe69a042dd485694ff0b97b42e2ea8e398d64cd543b84f914b4d920,0,
VC05,1,0,VC05-pause.wav,7.940000,101,35,7051,77,1796,1558,5414.586,10439.512,10439.553,9.200000,1.134734,24,134,"</s><s> Rainbows are formed when sunlight hits water droplets in the atmosphere, causing them to refract and reflect light.",e570200d2fe69a042dd485694ff0b97b42e2ea8e398d64cd543b84f914b4d920,0,
VC05,2,0,VC05-pause.wav,7.940000,101,38,7066,77,1817,1562,5429.179,10482.672,10482.705,9.200000,1.139424,24,134,"</s><s> Rainbows are formed when sunlight hits water droplets in the atmosphere, causing them to refract and reflect light.",e570200d2fe69a042dd485694ff0b97b42e2ea8e398d64cd543b84f914b4d920,0,
VC05,3,0,VC05-pause.wav,7.940000,101,38,7059,77,1809,1563,5422.215,10468.428,10468.455,9.200000,1.137876,24,134,"</s><s> Rainbows are formed when sunlight hits water droplets in the atmosphere, causing them to refract and reflect light.",e570200d2fe69a042dd485694ff0b97b42e2ea8e398d64cd543b84f914b4d920,0,
VC06,0,1,VC06-tool.wav,3.200000,41,220,5636,47,1135,1076,4435.789,8067.195,8067.226,6.400000,1.260504,19,274,</s><s>It is currently sixty eight degrees Fahrenheit with partly cloudy skies in Seattle.,1a7ae4220110ed7e7fa88cb7c78fb2956afbdb01857debe90eff3b27ac702409,0,"[""<TOOLCALL>[{\""name\"": \""get_current_weather\"", \""arguments {\""location\"": \""Seattle\""}}]</TOOLCALL>""]"
VC06,1,0,VC06-tool.wav,3.200000,41,20,5662,47,1129,1081,4276.483,7892.070,7892.099,6.400000,1.233140,19,274,</s><s>It is currently sixty eight degrees Fahrenheit with partly cloudy skies in Seattle.,1a7ae4220110ed7e7fa88cb7c78fb2956afbdb01857debe90eff3b27ac702409,0,"[""<TOOLCALL>[{\""name\"": \""get_current_weather\"", \""arguments {\""location\"": \""Seattle\""}}]</TOOLCALL>""]"
VC06,2,0,VC06-tool.wav,3.200000,41,21,5673,47,1132,1085,4245.949,7911.063,7911.121,6.400000,1.236113,19,274,</s><s>It is currently sixty eight degrees Fahrenheit with partly cloudy skies in Seattle.,1a7ae4220110ed7e7fa88cb7c78fb2956afbdb01857debe90eff3b27ac702409,0,"[""<TOOLCALL>[{\""name\"": \""get_current_weather\"", \""arguments {\""location\"": \""Seattle\""}}]</TOOLCALL>""]"
VC06,3,0,VC06-tool.wav,3.200000,41,21,5623,47,1128,1088,4230.445,7859.639,7859.668,6.400000,1.228073,19,274,</s><s>It is currently sixty eight degrees Fahrenheit with partly cloudy skies in Seattle.,1a7ae4220110ed7e7fa88cb7c78fb2956afbdb01857debe90eff3b27ac702409,0,"[""<TOOLCALL>[{\""name\"": \""get_current_weather\"", \""arguments {\""location\"": \""Seattle\""}}]</TOOLCALL>""]"
